장바구니번호,회원번호(FK),장바구니구분
310491,120238,1
310492,110239,1
310493,110240,1
310494,110241,1
310495,110242,1
310496,110243,1
310497,110244,1
310498,121462,1
310499,110245,1
310500,110246,1
310501,110247,1
310502,120239,1
310503,110248,1
310504,120240,1
310505,110249,1
310506,110250,1
310507,110251,1
310508,110252,1
310509,110253,1
310510,110254,1
310511,110255,1
310512,110256,1
310513,120241,1
310514,120242,1
310515,110257,1
310516,110258,1
310517,110259,1
310518,120243,1
310519,120244,1
310520,110260,1
310521,110261,1
310522,110262,1
310523,120245,1
310524,120246,1
310525,120247,1
310526,110263,1
310527,120248,1
310528,120249,1
310529,120250,1
310530,120251,1
310531,110264,1
310532,110265,1
310533,110266,1
310534,120252,1
310535,110267,1
310536,110268,1
310537,120253,1
310538,120254,1
310539,120255,1
310540,110269,1
310541,110270,1
310542,110271,1
310543,110272,1
310544,110273,1
310545,110274,1
310546,110275,1
310547,110276,1
310548,110277,1
310549,110278,1
310550,120256,1
310551,110279,1
310552,120257,1
310553,110280,1
310554,120258,1
310555,110281,1
310556,120259,1
310557,110282,1
310558,120260,1
310559,120261,1
310560,120262,1
310561,120263,1
310562,120264,1
310563,120265,1
310564,120266,1
310565,120267,1
310566,110283,1
310567,120268,1
310568,110284,1
310569,120269,1
310570,120270,1
310571,120271,1
310572,120272,1
310573,110285,1
310574,120273,1
310575,110286,1
310576,110287,1
310577,120274,1
310578,110288,1
310579,110289,1
310580,110290,1
310581,110291,1
310582,110292,1
310583,110293,1
310584,110294,1
310585,120275,1
310586,110295,1
310587,110296,1
310588,110297,1
310589,110298,1
310590,120276,1
310591,110299,1
310592,110300,1
310593,121460,1
310594,110301,1
310595,120277,1
310596,120278,1
310597,110302,1
310598,121474,1
310599,110303,1
310600,120279,1
310601,120280,1
310602,110304,1
310603,120281,1
310604,120282,1
310605,120283,1
310606,120284,1
310607,120285,1
310608,110305,1
310609,120286,1
310610,120287,1
310611,120288,1
310612,110306,1
310613,120289,1
310614,110307,1
310615,120290,1
310616,120291,1
310617,110308,1
310618,120292,1
310619,120293,1
310620,120294,1
310621,120295,1
310622,120296,1
310623,110309,1
310624,110310,1
310625,110311,1
310626,120297,1
310627,121426,1
310628,121480,1
310629,110312,1
310630,120298,1
310631,120299,1
310632,120300,1
310633,120301,1
310634,120302,1
310635,110313,1
310636,110314,1
310637,120303,1
310638,110315,1
310639,110316,1
310640,120304,1
310641,120305,1
310642,120306,1
310643,120307,1
310644,120308,1
310645,110317,1
310646,121414,1
310647,120309,1
310648,110318,1
310649,110319,1
310650,110320,1
310651,110321,1
310652,120310,1
310653,110322,1
310654,110323,1
310655,110324,1
310656,110325,1
310657,120311,1
310658,120312,1
310659,120313,1
310660,110326,1
310661,120314,1
310662,110327,1
310663,110328,1
310664,120315,1
310665,110329,1
310666,120316,1
310667,121494,1
310668,110330,1
310669,110331,1
310670,120317,1
310671,120318,1
310672,120319,1
310673,120320,1
310674,120321,1
310675,120322,1
310676,110332,1
310677,120323,1
310678,110333,1
310679,120324,1
310680,110334,1
310681,120325,1
310682,120326,1
310683,120327,1
310684,120328,1
310685,110335,1
310686,110336,1
310687,120329,1
310688,110337,1
310689,110338,1
310690,110339,1
310691,110340,1
310692,110341,1
310693,120330,1
310694,110342,1
310695,110343,1
310696,110344,1
310697,120331,1
310698,110345,1
310699,110346,1
310700,120332,1
310701,120333,1
310702,121488,1
310703,120334,1
310704,120335,1
310705,110347,1
310706,120336,1
310707,110348,1
310708,110349,1
310709,120337,1
310710,110350,1
310711,110351,1
310712,110352,1
310713,120338,1
310714,110353,1
310715,110354,1
310716,120339,1
310717,120340,1
310718,110355,1
310719,121457,1
310720,120341,1
310721,110356,1
310722,120342,1
310723,110357,1
310724,110358,1
310725,110359,1
310726,110360,1
310727,120343,1
310728,120344,1
310729,110361,1
310730,120345,1
310731,110362,1
310732,110363,1
310733,120346,1
310734,110364,1
310735,110365,1
310736,110366,1
310737,110367,1
310738,121412,1
310739,110368,1
310740,110369,1
310741,110370,1
310742,120347,1
310743,120348,1
310744,110371,1
310745,110372,1
310746,120349,1
310747,120350,1
310748,120351,1
310749,110373,1
310750,120352,1
310751,120353,1
310752,110374,1
310753,110375,1
310754,110376,1
310755,120354,1
310756,120355,1
310757,120356,1
310758,110377,1
310759,110378,1
310760,120357,1
310761,120358,1
310762,110379,1
310763,120359,1
310764,110380,1
310765,120360,1
310766,110381,1
310767,120361,1
310768,110382,1
310769,110383,1
310770,110384,1
310771,120362,1
310772,110385,1
310773,120363,1
310774,110386,1
310775,120364,1
310776,120365,1
310777,120366,1
310778,110387,1
310779,110388,1
310780,121402,1
310781,110389,1
310782,110390,1
310783,120367,1
310784,110391,1
310785,120368,1
310786,110392,1
310787,110393,1
310788,110394,1
310789,120369,1
310790,120370,1
310791,120371,1
310792,120372,1
310793,110395,1
310794,120373,1
310795,110396,1
310796,120374,1
310797,110397,1
310798,120375,1
310799,110398,1
310800,110399,1
310801,110400,1
310802,120376,1
310803,110401,1
310804,110402,1
310805,120377,1
310806,110403,1
310807,110404,1
310808,120378,1
310809,120379,1
310810,110405,1
310811,110406,1
310812,120380,1
310813,120381,1
310814,110407,1
310815,110408,1
310816,110409,1
310817,120382,1
310818,120383,1
310819,120384,1
310820,110410,1
310821,110411,1
310822,110412,1
310823,120385,1
310824,110413,1
310825,120386,1
310826,110414,1
310827,120387,1
310828,110415,1
310829,120388,1
310830,110416,1
310831,110417,1
310832,110418,1
310833,110419,1
310834,120389,1
310835,110420,1
310836,110421,1
310837,120390,1
310838,120391,1
310839,110422,1
310840,120392,1
310841,110423,1
310842,120393,1
310843,110424,1
310844,110425,1
310845,110426,1
310846,120394,1
310847,110427,1
310848,110428,1
310849,120395,1
310850,120396,1
310851,120397,1
310852,120398,1
310853,120399,1
310854,120400,1
310855,110429,1
310856,110430,1
310857,110431,1
310858,110432,1
310859,120401,1
310860,120402,1
310861,121440,1
310862,120403,1
310863,120404,1
310864,110433,1
310865,110434,1
310866,120405,1
310867,110435,1
310868,110436,1
310869,110437,1
310870,120406,1
310871,120407,1
310872,110438,1
310873,120408,1
310874,120409,1
310875,120410,1
310876,120411,1
310877,120412,1
310878,120413,1
310879,110439,1
310880,110440,1
310881,120414,1
310882,110441,1
310883,120415,1
310884,110442,1
310885,110443,1
310886,110444,1
310887,120416,1
310888,110445,1
310889,110446,1
310890,110447,1
310891,110448,1
310892,120417,1
310893,120418,1
310894,120419,1
310895,110449,1
310896,110450,1
310897,120420,1
310898,110451,1
310899,110452,1
310900,110453,1
310901,110454,1
310902,110455,1
310903,110456,1
310904,120421,1
310905,120422,1
310906,120423,1
310907,110457,1
310908,110458,1
310909,120424,1
310910,120425,1
310911,120426,1
310912,120427,1
310913,120428,1
310914,110459,1
310915,110460,1
310916,110461,1
310917,110462,1
310918,110463,1
310919,110464,1
310920,110465,1
310921,120429,1
310922,120430,1
310923,121495,1
310924,110466,1
310925,110467,1
310926,110468,1
310927,110469,1
310928,110470,1
310929,110471,1
310930,110472,1
310931,120431,1
310932,110473,1
310933,110474,1
310934,120432,1
310935,110475,1
310936,121499,1
310937,120433,1
310938,110476,1
310939,120434,1
310940,120435,1
310941,110477,1
310942,120436,1
310943,110478,1
310944,120437,1
310945,110479,1
310946,110480,1
310947,120438,1
310948,120439,1
310949,120440,1
310950,110481,1
310951,120441,1
310952,110482,1
310953,120442,1
310954,120443,1
310955,120444,1
310956,120445,1
310957,110483,1
310958,110484,1
310959,110485,1
310960,120446,1
310961,110486,1
310962,120447,1
310963,110487,1
310964,121415,1
310965,110488,1
310966,110489,1
310967,110490,1
310968,120448,1
310969,120449,1
310970,120450,1
310971,110491,1
310972,120451,1
310973,120452,1
310974,110492,1
310975,110493,1
310976,110494,1
310977,110495,1
310978,110496,1
310979,120453,1
310980,120454,1
310981,120455,1
310982,120456,1
310983,120457,1
310984,121401,1
310985,120458,1
310986,120459,1
310987,110497,1
310988,110498,1
310989,120460,1
310990,120461,1
310991,120462,1
310992,110499,1
310993,120463,1
310994,120464,1
310995,120465,1
310996,120466,1
310997,110500,1
310998,120467,1
310999,120468,1
311000,120469,1
311001,120470,1
311002,110501,1
311003,120471,1
311004,120472,1
311005,110502,1
311006,110503,1
311007,110504,1
311008,120473,1
311009,120474,1
311010,120475,1
311011,110505,1
311012,110506,1
311013,110507,1
311014,110508,1
311015,120476,1
311016,110509,1
311017,110510,1
311018,120477,1
311019,120478,1
311020,120479,1
311021,120480,1
311022,120481,1
311023,120482,1
311024,110511,1
311025,110512,1
311026,120483,1
311027,110513,1
311028,110514,1
311029,110515,1
311030,120484,1
311031,110516,1
311032,120485,1
311033,110517,1
311034,120486,1
311035,120487,1
311036,120488,1
311037,120489,1
311038,110518,1
311039,110519,1
311040,120490,1
311041,110520,1
311042,120491,1
311043,110521,1
311044,110522,1
311045,120492,1
311046,110523,1
311047,110524,1
311048,120493,1
311049,110525,1
311050,120494,1
311051,110526,1
311052,120495,1
311053,120496,1
311054,110527,1
311055,120497,1
311056,110528,1
311057,110529,1
311058,110530,1
311059,110531,1
311060,110532,1
311061,110533,1
311062,120498,1
311063,120499,1
311064,110534,1
311065,110535,1
311066,110536,1
311067,110537,1
311068,120500,1
311069,120501,1
311070,120502,1
311071,120503,1
311072,120504,1
311073,110538,1
311074,120505,1
311075,120506,1
311076,121428,1
311077,110539,1
311078,120507,1
311079,110540,1
311080,110541,1
311081,110542,1
311082,110543,1
311083,120508,1
311084,110544,1
311085,120509,1
311086,120510,1
311087,110545,1
311088,110546,1
311089,110547,1
311090,110548,1
311091,110549,1
311092,110550,1
311093,120511,1
311094,120512,1
311095,110551,1
311096,110552,1
311097,120513,1
311098,110553,1
311099,110554,1
311100,110555,1
311101,120514,1
311102,110556,1
311103,110557,1
311104,120515,1
311105,120516,1
311106,110558,1
311107,110559,1
311108,110560,1
311109,110561,1
311110,110562,1
311111,110563,1
311112,110564,1
311113,120517,1
311114,110565,1
311115,110566,1
311116,120518,1
311117,120519,1
311118,110567,1
311119,121475,1
311120,110568,1
311121,120520,1
311122,120521,1
311123,120522,1
311124,120523,1
311125,120524,1
311126,110569,1
311127,110570,1
311128,120525,1
311129,110571,1
311130,120526,1
311131,110572,1
311132,110573,1
311133,110574,1
311134,110575,1
311135,110576,1
311136,120527,1
311137,110577,1
311138,110578,1
311139,110579,1
311140,120528,1
311141,120529,1
311142,120530,1
311143,120531,1
311144,110580,1
311145,120532,1
311146,110581,1
311147,110582,1
311148,110583,1
311149,110584,1
311150,120533,1
311151,120534,1
311152,110585,1
311153,120535,1
311154,120536,1
311155,120537,1
311156,120538,1
311157,110586,1
311158,110587,1
311159,120539,1
311160,110588,1
311161,110589,1
311162,110590,1
311163,110591,1
311164,120540,1
311165,120541,1
311166,121420,1
311167,120542,1
311168,120543,1
311169,110592,1
311170,120544,1
311171,110593,1
311172,110594,1
311173,110595,1
311174,110596,1
311175,110597,1
311176,120545,1
311177,110598,1
311178,110599,1
311179,110600,1
311180,120546,1
311181,120547,1
311182,120548,1
311183,110601,1
311184,121433,1
311185,110602,1
311186,120549,1
311187,120550,1
311188,110603,1
311189,110604,1
311190,120551,1
311191,120552,1
311192,120553,1
311193,110605,1
311194,120554,1
311195,120555,1
311196,120556,1
311197,120557,1
311198,110606,1
311199,110607,1
311200,110608,1
311201,120558,1
311202,110609,1
311203,120559,1
311204,120560,1
311205,110610,1
311206,110611,1
311207,110612,1
311208,110613,1
311209,120561,1
311210,110614,1
311211,110615,1
311212,110616,1
311213,120562,1
311214,120563,1
311215,120564,1
311216,121419,1
311217,120565,1
311218,110617,1
311219,110618,1
311220,120566,1
311221,120567,1
311222,110619,1
311223,120568,1
311224,110620,1
311225,110621,1
311226,110622,1
311227,120569,1
311228,120570,1
311229,110623,1
311230,110624,1
311231,110625,1
311232,120571,1
311233,120572,1
311234,120573,1
311235,110626,1
311236,120574,1
311237,110627,1
311238,110628,1
311239,110629,1
311240,110630,1
311241,110631,1
311242,120575,1
311243,120576,1
311244,110632,1
311245,110633,1
311246,120577,1
311247,110634,1
311248,120578,1
311249,110635,1
311250,110636,1
311251,110637,1
311252,120579,1
311253,120580,1
311254,110638,1
311255,110639,1
311256,120581,1
311257,120582,1
311258,120583,1
311259,120584,1
311260,120585,1
311261,120586,1
311262,120587,1
311263,120588,1
311264,110640,1
311265,110641,1
311266,110642,1
311267,120589,1
311268,110643,1
311269,110644,1
311270,120590,1
311271,120591,1
311272,120592,1
311273,110645,1
311274,110646,1
311275,110647,1
311276,120593,1
311277,120594,1
311278,110648,1
311279,120595,1
311280,110649,1
311281,120596,1
311282,120597,1
311283,110650,1
311284,120598,1
311285,120599,1
311286,120600,1
311287,121413,1
311288,110651,1
311289,110652,1
311290,110653,1
311291,120601,1
311292,120602,1
311293,120603,1
311294,121403,1
311295,120604,1
311296,120605,1
311297,110654,1
311298,120606,1
311299,120607,1
311300,120608,1
311301,120609,1
311302,120610,1
311303,110655,1
311304,120611,1
311305,110656,1
311306,120612,1
311307,120613,1
311308,110657,1
311309,120614,1
311310,120615,1
311311,120616,1
311312,120617,1
311313,110658,1
311314,110659,1
311315,110660,1
311316,120618,1
311317,110661,1
311318,110662,1
311319,110663,1
311320,120619,1
311321,120620,1
311322,120621,1
311323,110664,1
311324,110665,1
311325,110666,1
311326,120622,1
311327,120623,1
311328,110667,1
311329,110668,1
311330,110669,1
311331,110670,1
311332,120624,1
311333,110671,1
311334,120625,1
311335,120626,1
311336,110672,1
311337,120627,1
311338,110673,1
311339,110674,1
311340,110675,1
311341,110676,1
311342,110677,1
311343,120628,1
311344,110678,1
311345,110679,1
311346,120629,1
311347,110680,1
311348,120630,1
311349,120631,1
311350,110681,1
311351,110682,1
311352,110683,1
311353,121411,1
311354,110684,1
311355,120632,1
311356,120633,1
311357,120634,1
311358,110685,1
311359,110686,1
311360,110687,1
311361,120635,1
311362,120636,1
311363,110688,1
311364,120637,1
311365,120638,1
311366,110689,1
311367,110690,1
311368,110691,1
311369,120639,1
311370,120640,1
311371,120641,1
311372,120642,1
311373,110692,1
311374,120643,1
311375,121456,1
311376,110693,1
311377,120644,1
311378,120645,1
311379,110694,1
311380,110695,1
311381,120646,1
311382,110696,1
311383,120647,1
311384,120648,1
311385,110697,1
311386,110698,1
311387,120649,1
311388,120650,1
311389,120651,1
311390,110699,1
311391,120652,1
311392,120653,1
311393,110700,1
311394,110701,1
311395,110702,1
311396,110703,1
311397,110704,1
311398,120654,1
311399,120655,1
311400,120656,1
311401,110705,1
311402,120657,1
311403,120658,1
311404,120659,1
311405,110706,1
311406,110707,1
311407,120660,1
311408,120661,1
311409,120662,1
311410,120663,1
311411,110708,1
311412,120664,1
311413,110709,1
311414,120665,1
311415,110710,1
311416,120666,1
311417,110711,1
311418,110712,1
311419,110713,1
311420,120667,1
311421,120668,1
311422,110714,1
311423,120669,1
311424,121464,1
311425,110715,1
311426,120670,1
311427,110716,1
311428,120671,1
311429,110717,1
311430,110718,1
311431,120672,1
311432,110719,1
311433,120673,1
311434,120674,1
311435,120675,1
311436,120676,1
311437,110720,1
311438,110721,1
311439,110722,1
311440,120677,1
311441,110723,1
311442,120678,1
311443,120679,1
311444,120680,1
311445,120681,1
311446,120682,1
311447,110724,1
311448,120683,1
311449,110725,1
311450,110726,1
311451,110727,1
311452,110728,1
311453,120684,1
311454,110729,1
311455,110730,1
311456,110731,1
311457,110732,1
311458,110733,1
311459,110734,1
311460,121423,1
311461,120685,1
311462,110735,1
311463,110736,1
311464,110737,1
311465,110738,1
311466,110739,1
311467,110740,1
311468,110741,1
311469,110742,1
311470,120686,1
311471,120687,1
311472,110743,1
311473,110744,1
311474,110745,1
311475,121483,1
311476,110746,1
311477,110747,1
311478,110748,1
311479,110749,1
311480,110750,1
311481,120688,1
311482,110751,1
311483,110752,1
311484,110753,1
311485,120689,1
311486,110754,1
311487,110755,1
311488,110756,1
311489,120690,1
311490,120691,1
311491,110757,1
311492,121449,1
311493,121466,1
311494,110758,1
311495,110759,1
311496,110760,1
311497,120692,1
311498,121430,1
311499,110761,1
311500,110762,1
311501,110763,1
311502,110764,1
311503,110765,1
311504,110766,1
311505,120693,1
311506,120694,1
311507,110767,1
311508,110768,1
311509,120695,1
311510,120696,1
311511,120697,1
311512,120698,1
311513,120699,1
311514,120700,1
311515,110769,1
311516,110770,1
311517,120701,1
311518,120702,1
311519,110771,1
311520,120703,1
311521,110772,1
311522,120704,1
311523,120705,1
311524,120706,1
311525,110773,1
311526,120707,1
311527,110774,1
311528,110775,1
311529,110776,1
311530,120708,1
311531,110777,1
311532,120709,1
311533,120710,1
311534,110778,1
311535,110779,1
311536,121492,1
311537,110780,1
311538,110781,1
311539,121431,1
311540,120711,1
311541,120712,1
311542,110782,1
311543,120713,1
311544,120714,1
311545,120715,1
311546,110783,1
311547,110784,1
311548,120716,1
311549,120717,1
311550,120718,1
311551,110785,1
311552,120719,1
311553,120720,1
311554,110786,1
311555,110787,1
311556,120721,1
311557,110788,1
311558,120722,1
311559,120723,1
311560,120724,1
311561,110789,1
311562,110790,1
311563,120725,1
311564,110791,1
311565,120726,1
311566,120727,1
311567,110792,1
311568,120728,1
311569,110793,1
311570,110794,1
311571,110795,1
311572,120729,1
311573,120730,1
311574,110796,1
311575,120731,1
311576,120732,1
311577,120733,1
311578,120734,1
311579,110797,1
311580,120735,1
311581,110798,1
311582,120736,1
311583,120737,1
311584,110799,1
311585,120738,1
311586,110800,1
311587,110801,1
311588,110802,1
311589,120739,1
311590,110803,1
311591,120740,1
311592,120741,1
311593,120742,1
311594,120743,1
311595,110804,1
311596,120744,1
311597,120745,1
311598,120746,1
311599,110805,1
311600,121429,1
311601,110806,1
311602,120747,1
311603,120748,1
311604,110807,1
311605,120749,1
311606,120750,1
311607,110808,1
311608,110809,1
311609,120751,1
311610,120752,1
311611,120753,1
311612,110810,1
311613,110811,1
311614,120754,1
311615,110812,1
311616,110813,1
311617,120755,1
311618,120756,1
311619,120757,1
311620,120758,1
311621,120759,1
311622,120760,1
311623,110814,1
311624,110815,1
311625,110816,1
311626,110817,1
311627,110818,1
311628,110819,1
311629,120761,1
311630,110820,1
311631,110821,1
311632,110822,1
311633,110823,1
311634,110824,1
311635,110825,1
311636,120762,1
311637,110826,1
311638,110827,1
311639,120763,1
311640,121468,1
311641,120764,1
311642,110828,1
311643,120765,1
311644,120766,1
311645,110829,1
311646,110830,1
311647,120767,1
311648,120768,1
311649,120769,1
311650,120770,1
311651,120771,1
311652,110831,1
311653,110832,1
311654,120772,1
311655,120773,1
311656,110833,1
311657,121404,1
311658,110834,1
311659,120774,1
311660,120775,1
311661,120776,1
311662,120777,1
311663,120778,1
311664,120779,1
311665,110835,1
311666,110836,1
311667,120780,1
311668,120781,1
311669,110837,1
311670,110838,1
311671,121409,1
311672,110839,1
311673,120782,1
311674,110840,1
311675,110841,1
311676,110842,1
311677,120783,1
311678,120784,1
311679,110843,1
311680,120785,1
311681,110844,1
311682,120786,1
311683,120787,1
311684,110845,1
311685,110846,1
311686,120788,1
311687,110847,1
311688,110848,1
311689,110849,1
311690,110850,1
311691,120789,1
311692,110851,1
311693,120790,1
311694,120791,1
311695,110852,1
311696,120792,1
311697,120793,1
311698,120794,1
311699,120795,1
311700,120796,1
311701,110853,1
311702,110854,1
311703,110855,1
311704,120797,1
311705,110856,1
311706,110857,1
311707,120798,1
311708,110858,1
311709,120799,1
311710,110859,1
311711,120800,1
311712,120801,1
311713,110860,1
311714,110861,1
311715,110862,1
311716,120802,1
311717,120803,1
311718,110863,1
311719,110864,1
311720,110865,1
311721,120804,1
311722,120805,1
311723,120806,1
311724,120807,1
311725,110866,1
311726,121417,1
311727,120808,1
311728,120809,1
311729,110867,1
311730,110868,1
311731,110869,1
311732,120810,1
311733,110870,1
311734,110871,1
311735,110872,1
311736,110873,1
311737,110874,1
311738,110875,1
311739,110876,1
311740,110877,1
311741,110878,1
311742,120811,1
311743,110879,1
311744,110880,1
311745,110881,1
311746,110882,1
311747,120812,1
311748,120813,1
311749,120814,1
311750,120815,1
311751,110883,1
311752,121497,1
311753,110884,1
311754,120816,1
311755,110885,1
311756,121477,1
311757,110886,1
311758,120817,1
311759,110887,1
311760,110888,1
311761,120818,1
311762,110889,1
311763,110890,1
311764,110891,1
311765,120819,1
311766,110892,1
311767,110893,1
311768,110894,1
311769,120820,1
311770,120821,1
311771,110895,1
311772,120822,1
311773,110896,1
311774,110897,1
311775,120823,1
311776,110898,1
311777,110899,1
311778,110900,1
311779,120824,1
311780,120825,1
311781,120826,1
311782,120827,1
311783,110901,1
311784,120828,1
311785,110902,1
311786,110903,1
311787,120829,1
311788,120830,1
311789,120831,1
311790,120832,1
311791,120833,1
311792,110904,1
311793,120834,1
311794,110905,1
311795,110906,1
311796,120835,1
311797,120836,1
311798,110907,1
311799,110908,1
311800,110909,1
311801,110910,1
311802,120837,1
311803,110911,1
311804,120838,1
311805,110912,1
311806,110913,1
311807,110914,1
311808,110915,1
311809,110916,1
311810,110917,1
311811,110918,1
311812,110919,1
311813,120839,1
311814,120840,1
311815,120841,1
311816,110920,1
311817,120842,1
311818,120843,1
311819,110921,1
311820,120844,1
311821,120845,1
311822,121445,1
311823,110922,1
311824,120846,1
311825,110923,1
311826,120847,1
311827,110924,1
311828,110925,1
311829,110926,1
311830,110927,1
311831,110928,1
311832,121442,1
311833,120848,1
311834,121422,1
311835,120849,1
311836,110929,1
311837,120850,1
311838,120851,1
311839,120852,1
311840,120853,1
311841,110930,1
311842,120854,1
311843,110931,1
311844,120855,1
311845,110932,1
311846,110933,1
311847,121489,1
311848,110934,1
311849,120856,1
311850,110935,1
311851,110936,1
311852,120857,1
311853,120858,1
311854,110937,1
311855,120859,1
311856,120860,1
311857,120861,1
311858,120862,1
311859,120863,1
311860,110938,1
311861,110939,1
311862,110940,1
311863,120864,1
311864,110941,1
311865,110942,1
311866,110943,1
311867,110944,1
311868,120865,1
311869,110945,1
311870,110946,1
311871,120866,1
311872,120867,1
311873,110947,1
311874,110948,1
311875,120868,1
311876,120869,1
311877,120870,1
311878,110949,1
311879,120871,1
311880,120872,1
311881,110950,1
311882,110951,1
311883,110952,1
311884,110953,1
311885,110954,1
311886,120873,1
311887,110955,1
311888,110956,1
311889,120874,1
311890,120875,1
311891,110957,1
311892,110958,1
311893,110959,1
311894,110960,1
311895,110961,1
311896,120876,1
311897,120877,1
311898,110962,1
311899,120878,1
311900,120879,1
311901,120880,1
311902,120881,1
311903,120882,1
311904,120883,1
311905,110963,1
311906,110964,1
311907,120884,1
311908,110965,1
311909,120885,1
311910,120886,1
311911,110966,1
311912,110967,1
311913,110968,1
311914,110969,1
311915,110970,1
311916,110971,1
311917,120887,1
311918,120888,1
311919,120889,1
311920,110972,1
311921,120890,1
311922,120891,1
311923,110973,1
311924,120892,1
311925,110974,1
311926,110975,1
311927,110976,1
311928,110977,1
311929,120893,1
311930,110978,1
311931,110979,1
311932,110980,1
311933,110981,1
311934,120894,1
311935,110982,1
311936,110983,1
311937,120895,1
311938,110984,1
311939,110985,1
311940,110986,1
311941,120896,1
311942,120897,1
311943,121485,1
311944,120898,1
311945,120899,1
311946,120900,1
311947,120901,1
311948,121467,1
311949,110987,1
311950,120902,1
311951,120903,1
311952,120904,1
311953,120905,1
311954,120906,1
311955,110988,1
311956,110989,1
311957,120907,1
311958,110990,1
311959,110991,1
311960,110992,1
311961,120908,1
311962,120909,1
311963,120910,1
311964,120911,1
311965,110993,1
311966,110994,1
311967,110995,1
311968,120912,1
311969,120913,1
311970,120914,1
311971,120915,1
311972,110996,1
311973,110997,1
311974,120916,1
311975,120917,1
311976,110998,1
311977,120918,1
311978,110999,1
311979,120919,1
311980,111000,1
311981,111001,1
311982,120920,1
311983,111002,1
311984,120921,1
311985,120922,1
311986,120923,1
311987,120924,1
311988,121479,1
311989,120925,1
311990,111003,1
311991,120926,1
311992,120927,1
311993,120928,1
311994,111004,1
311995,111005,1
311996,120929,1
311997,120930,1
311998,111006,1
311999,120931,1
312000,120932,1
312001,111007,1
312002,120933,1
312003,111008,1
312004,120934,1
312005,121436,1
312006,120935,1
312007,120936,1
312008,120937,1
312009,111009,1
312010,120938,1
312011,120939,1
312012,111010,1
312013,120940,1
312014,111011,1
312015,120941,1
312016,120942,1
312017,120943,1
312018,111012,1
312019,111013,1
312020,120944,1
312021,111014,1
312022,120945,1
312023,111015,1
312024,111016,1
312025,111017,1
312026,111018,1
312027,120946,1
312028,121471,1
312029,120947,1
312030,120948,1
312031,120949,1
312032,111019,1
312033,120950,1
312034,111020,1
312035,111021,1
312036,111022,1
312037,120951,1
312038,111023,1
312039,111024,1
312040,120952,1
312041,111025,1
312042,121408,1
312043,111026,1
312044,111027,1
312045,121481,1
312046,111028,1
312047,120953,1
312048,111029,1
312049,120954,1
312050,111030,1
312051,121407,1
312052,111031,1
312053,111032,1
312054,111033,1
312055,111034,1
312056,111035,1
312057,111036,1
312058,111037,1
312059,121498,1
312060,111038,1
312061,120955,1
312062,120956,1
312063,111039,1
312064,111040,1
312065,111041,1
312066,111042,1
312067,120957,1
312068,120958,1
312069,120959,1
312070,111043,1
312071,111044,1
312072,120960,1
312073,111045,1
312074,111046,1
312075,120961,1
312076,120962,1
312077,111047,1
312078,111048,1
312079,120963,1
312080,111049,1
312081,111050,1
312082,121478,1
312083,111051,1
312084,111052,1
312085,111053,1
312086,120964,1
312087,121458,1
312088,111054,1
312089,120965,1
312090,120966,1
312091,120967,1
312092,120968,1
312093,120969,1
312094,111055,1
312095,111056,1
312096,111057,1
312097,111058,1
312098,120970,1
312099,120971,1
312100,111059,1
312101,120972,1
312102,111060,1
312103,111061,1
312104,111062,1
312105,111063,1
312106,120973,1
312107,111064,1
312108,120974,1
312109,120975,1
312110,111065,1
312111,120976,1
312112,111066,1
312113,111067,1
312114,120977,1
312115,111068,1
312116,111069,1
312117,111070,1
312118,111071,1
312119,111072,1
312120,120978,1
312121,111073,1
312122,111074,1
312123,111075,1
312124,111076,1
312125,111077,1
312126,120979,1
312127,120980,1
312128,111078,1
312129,120981,1
312130,111079,1
312131,120982,1
312132,111080,1
312133,111081,1
312134,120983,1
312135,120984,1
312136,111082,1
312137,111083,1
312138,120985,1
312139,111084,1
312140,111085,1
312141,111086,1
312142,111087,1
312143,111088,1
312144,111089,1
312145,121486,1
312146,120986,1
312147,111090,1
312148,111091,1
312149,111092,1
312150,120987,1
312151,111093,1
312152,120988,1
312153,111094,1
312154,120989,1
312155,111095,1
312156,111096,1
312157,120990,1
312158,111097,1
312159,111098,1
312160,120991,1
312161,111099,1
312162,111100,1
312163,120992,1
312164,111101,1
312165,111102,1
312166,120993,1
312167,121416,1
312168,111103,1
312169,120994,1
312170,111104,1
312171,111105,1
312172,120995,1
312173,111106,1
312174,111107,1
312175,120996,1
312176,111108,1
312177,120997,1
312178,120998,1
312179,111109,1
312180,111110,1
312181,111111,1
312182,111112,1
312183,120999,1
312184,121000,1
312185,121001,1
312186,121002,1
312187,121003,1
312188,111113,1
312189,111114,1
312190,111115,1
312191,121004,1
312192,121005,1
312193,121446,1
312194,121006,1
312195,111116,1
312196,121007,1
312197,121008,1
312198,111117,1
312199,111118,1
312200,121472,1
312201,121009,1
312202,121010,1
312203,121011,1
312204,111119,1
312205,111120,1
312206,111121,1
312207,121012,1
312208,121013,1
312209,121014,1
312210,111122,1
312211,111123,1
312212,111124,1
312213,111125,1
312214,111126,1
312215,121015,1
312216,111127,1
312217,111128,1
312218,111129,1
312219,121016,1
312220,111130,1
312221,121017,1
312222,111131,1
312223,121018,1
312224,121019,1
312225,121020,1
312226,121438,1
312227,111132,1
312228,121021,1
312229,121022,1
312230,121023,1
312231,111133,1
312232,111134,1
312233,121024,1
312234,121025,1
312235,111135,1
312236,121026,1
312237,121487,1
